timestamp,equity,peak,drawdown,trade_return,engine
2019-12-22 07:00:00+00:00,0.9942410789137963,1.0,-0.005758921086203683,-0.005758921086203637,false_break
2019-12-22 16:00:00+00:00,0.9878111149231315,1.0,-0.01218888507686855,-0.0064672081319447445,false_break
2019-12-24 10:00:00+00:00,0.9863775532077352,1.0,-0.013622446792264764,-0.0014512508451655734,false_break
2019-12-28 00:00:00+00:00,0.9842861875577237,1.0,-0.01571381244227632,-0.0021202486240794,false_break
2019-12-30 15:00:00+00:00,0.9768978700187079,1.0,-0.02310212998129213,-0.0075062696524758705,false_break
2020-01-02 02:00:00+00:00,0.9699016006517642,1.0,-0.03009839934823577,-0.007161720361627609,false_break
2020-01-03 16:00:00+00:00,0.9534461801002779,1.0,-0.04655381989972207,-0.01696607216693775,false_break
2020-01-05 01:00:00+00:00,0.9384704299088609,1.0,-0.06152957009113913,-0.015706969626583422,false_break
2020-01-09 22:00:00+00:00,0.9721112158834966,1.0,-0.027888784116503418,0.03584639952683726,false_break
2020-03-07 16:00:00+00:00,0.9608158770749264,1.0,-0.03918412292507356,-0.011619389452578632,false_break
2020-07-04 12:00:00+00:00,0.956964040288737,1.0,-0.04303595971126295,-0.0040089229144669265,false_break
2020-07-05 07:00:00+00:00,0.951879577157921,1.0,-0.04812042284207896,-0.005313118274832894,false_break
2020-07-06 06:00:00+00:00,0.9455005329094136,1.0,-0.054499467090586395,-0.006701524438158034,false_break
2020-09-14 03:00:00+00:00,0.9420192935350484,1.0,-0.05798070646495157,-0.0036819010177106632,false_break
2020-09-14 11:00:00+00:00,0.9334337523776884,1.0,-0.06656624762231156,-0.00911397591990033,false_break
2020-09-18 09:00:00+00:00,0.9252902529384301,1.0,-0.07470974706156985,-0.008724239313732517,false_break
2020-09-20 00:00:00+00:00,0.9405367267453002,1.0,-0.0594632732546998,0.016477503959921914,false_break
2020-09-21 00:00:00+00:00,0.938172270915584,1.0,-0.06182772908441603,-0.0025139431161804266,false_break
2020-09-26 00:00:00+00:00,0.9325836841856073,1.0,-0.06741631581439267,-0.005956887560237332,false_break
2020-09-27 15:00:00+00:00,0.924896479507542,1.0,-0.07510352049245805,-0.008242911395965846,false_break
2020-09-29 17:00:00+00:00,0.9151146891973029,1.0,-0.08488531080269712,-0.010576092056753538,false_break
2020-10-01 15:00:00+00:00,0.9130789322427719,1.0,-0.08692106775722808,-0.002224592150647918,false_break
2020-10-02 21:00:00+00:00,0.9331156433771953,1.0,-0.06688435662280467,0.021944117235525074,false_break
2021-07-10 18:00:00+00:00,0.9447383611487703,1.0,-0.0552616388512297,0.012455817083410193,false_break
